Nota Fiscal,Detalhes,Data Venda,Quantidade,Custo da Venda,Valor da Venda,Lucro,Local Vendas,Produto,Marca
NT001067,,25/06/2022,1,"2414,989937","2668,992878","254,0029405",E-commerce,Galaxy S20 FE,Samsung
NT001068,,06/01/2022,1,"3995,629795","5102,891616","1107,261821",E-commerce,Galaxy S20 FE,Samsung
NT001069,,07/05/2022,1,"3208,513117","4229,748707","1021,23559",E-commerce,Galaxy S20 FE,Samsung
NT001070,,06/02/2022,1,"3092,759029","4240,935288","1148,176259",E-commerce,Galaxy S20 FE,Samsung
NT001071,,10/04/2022,1,"3781,196115","4185,948805","404,7526892",E-commerce,Galaxy S20 FE,Samsung
NT001072,,09/08/2022,1,"6128,698243","7334,914549","1206,216306",E-commerce,Galaxy S20 FE,Samsung
NT001073,,15/07/2022,1,"5690,611209","7449,644247","1759,033038",E-commerce,Galaxy S20 FE,Samsung
NT001074,,30/03/2022,1,"2228,835942","2753,942779","525,1068367",E-commerce,Galaxy S20 FE,Samsung
NT001075,,21/09/2022,1,"5780,115009","7196,657915","1416,542906",E-commerce,Galaxy S20 FE,Samsung
NT001076,,05/08/2022,1,"2859,489863","3723,2706","863,7807362",E-commerce,Galaxy S20 FE,Samsung
NT001077,,27/05/2022,1,"2712,944416","3719,454305","1006,509888",E-commerce,Galaxy S20 FE,Samsung
NT001078,,15/06/2022,1,"2286,64948","2979,132296","692,4828161",E-commerce,Galaxy S20 FE,Samsung
NT001079,,15/03/2022,1,"6014,455906","8112,553906","2098,098",E-commerce,Galaxy S20 FE,Samsung
NT001080,,08/06/2022,1,"3860,341846","5011,603695","1151,26185",E-commerce,Galaxy S20 FE,Samsung
NT001081,,03/08/2022,1,"2711,18491","3352,979988","641,7950773",E-commerce,Galaxy S20 FE,Samsung
NT001082,,08/04/2022,1,"4028,201241","4425,186406","396,9851647",E-commerce,Galaxy S20 FE,Samsung
NT001083,,24/05/2022,1,"4277,004555","4927,613282","650,608727",E-commerce,Galaxy S20 FE,Samsung
NT001084,,08/05/2022,1,"5152,729965","7072,332801","1919,602835",E-commerce,Galaxy S20 FE,Samsung
NT001085,,02/08/2022,1,"5902,128096","7839,362809","1937,234713",E-commerce,Galaxy S20 FE,Samsung
NT001086,,29/07/2022,1,"3016,101321","3887,667866","871,5665447",E-commerce,Galaxy S20 FE,Samsung
NT001087,,04/11/2022,1,"2246,616212","2938,239532","691,6233204",E-commerce,Galaxy S20 FE,Samsung
NT001088,,30/03/2022,1,"3697,292168","4042,753733","345,4615649",E-commerce,Galaxy S20 FE,Samsung
NT001089,,23/04/2022,1,"5548,067662","7522,769882","1974,70222",E-commerce,Galaxy S20 FE,Samsung
NT001090,,08/07/2022,1,"4224,577616","5064,746222","840,1686063",E-commerce,Galaxy S20 FE,Samsung
NT001091,,05/12/2022,1,"4500,672059","5067,269243","566,5971843",E-commerce,Galaxy S20 FE,Samsung
NT001092,,08/06/2022,1,"2590,470071","3249,018681","658,5486095",E-commerce,Galaxy S20 FE,Samsung
NT001093,,11/11/2022,1,"4795,063368","5583,401381","788,3380133",E-commerce,Galaxy S20 FE,Samsung
NT001094,,09/04/2022,1,"5047,009305","6365,266471","1318,257166",E-commerce,Galaxy S20 FE,Samsung
NT001095,,04/10/2022,1,"4212,934575","5662,174116","1449,239541",E-commerce,Galaxy S20 FE,Samsung
NT001096,,23/04/2022,1,"5838,665353","7538,722668","1700,057314",E-commerce,Galaxy S20 FE,Samsung
NT001097,,03/07/2022,1,"3128,361953","4001,701138","873,3391846",E-commerce,Galaxy S20 FE,Samsung
NT001098,,13/06/2022,1,"5156,888052","5763,536487","606,6484351",E-commerce,Galaxy S20 FE,Samsung
NT001099,,22/09/2022,1,"5445,916954","6709,289833","1263,372879",E-commerce,Galaxy S20 FE,Samsung
NT001100,,08/06/2022,1,"4117,118524","5413,222508","1296,103984",E-commerce,Galaxy S20 FE,Samsung
NT001101,,02/09/2022,1,"4979,02247","5451,471206","472,4487358",E-commerce,Galaxy S20 FE,Samsung
NT001102,,12/03/2022,1,"4950,123583","6709,231092","1759,107508",E-commerce,Galaxy S20 FE,Samsung
NT001103,,15/05/2022,1,"3335,651857","4149,341663","813,6898059",E-commerce,Galaxy S20 FE,Samsung
NT001104,,20/10/2022,1,"4909,615611","6142,848098","1233,232487",E-commerce,Galaxy S20 FE,Samsung
NT001105,,04/01/2022,1,"2465,047805","3153,598697","688,5508918",E-commerce,Galaxy S20 FE,Samsung
NT001106,,23/04/2022,1,"2446,205209","3206,79272","760,5875116",E-commerce,Galaxy S20 FE,Samsung
NT001107,,07/08/2022,1,"2557,553993","2900,492093","342,9380999",E-commerce,Galaxy S20 FE,Samsung
NT001108,,17/08/2022,1,"5603,357036","7405,149265","1801,792229",E-commerce,Galaxy S20 FE,Samsung
NT001109,,20/09/2022,1,"5688,525602","6641,811696","953,286094",E-commerce,Galaxy S20 FE,Samsung
NT001110,,20/11/2022,1,"3179,192527","3957,817032","778,6245052",E-commerce,Galaxy S20 FE,Samsung
NT001111,,23/05/2022,1,"3717,999339","5009,954134","1291,954795",E-commerce,Galaxy S20 FE,Samsung
NT001112,,29/10/2022,1,"4116,860828","5448,573042","1331,712214",E-commerce,Galaxy S20 FE,Samsung
NT001113,,19/11/2022,1,"3326,073036","3947,318769","621,2457335",E-commerce,Galaxy S20 FE,Samsung
NT001114,,20/02/2022,1,"5568,300858","6422,236272","853,9354135",E-commerce,Galaxy S20 FE,Samsung
NT001115,,08/06/2022,1,"5651,526763","6200,943594","549,4168315",E-commerce,Galaxy S20 FE,Samsung
NT001116,,25/01/2022,1,"3381,938387","3842,118114","460,1797273",E-commerce,Galaxy S20 FE,Samsung
NT001117,,15/09/2022,1,"2663,465465","3283,415098","619,9496329",E-commerce,Galaxy S20 FE,Samsung
NT001118,,09/04/2022,1,"5260,044167","6298,845798","1038,801631",E-commerce,Galaxy S20 FE,Samsung
NT001119,,21/07/2022,1,"4996,313726","6940,169248","1943,855521",E-commerce,Galaxy S20 FE,Samsung
NT001120,,28/07/2022,1,"3560,810996","4489,38843","928,5774337",E-commerce,Galaxy S20 FE,Samsung
NT001121,,19/05/2022,1,"4693,196233","5340,901932","647,7056988",E-commerce,Galaxy S20 FE,Samsung
NT001122,,18/07/2022,1,"3265,086026","4226,858993","961,7729664",E-commerce,Galaxy S20 FE,Samsung
NT001123,,19/08/2022,1,"2403,946727","2665,839678","261,8929504",E-commerce,Galaxy S20 FE,Samsung
NT001124,,03/09/2022,1,"5513,379523","7472,335103","1958,95558",E-commerce,Galaxy S20 FE,Samsung
NT001125,,23/03/2022,1,"4529,99733","5801,542275","1271,544945",E-commerce,Galaxy S20 FE,Samsung
NT001126,,18/11/2022,1,"5099,954515","6350,273604","1250,31909",E-commerce,Galaxy S20 FE,Samsung
NT001127,,14/06/2022,1,"5030,325974","6210,826203","1180,500229",E-commerce,Galaxy S20 FE,Samsung
NT001128,,26/03/2022,1,"5208,257774","6787,748364","1579,49059",E-commerce,Galaxy S20 FE,Samsung
NT001129,,01/06/2022,1,"6075,288056","6722,026516","646,7384603",E-commerce,Galaxy S20 FE,Samsung
NT001130,,14/04/2022,1,"4095,515821","5277,998911","1182,483091",E-commerce,Galaxy S20 FE,Samsung
NT001131,,12/10/2022,1,"4044,092858","4880,377768","836,2849095",E-commerce,Galaxy S20 FE,Samsung
NT001132,,13/03/2022,1,"6059,810897","8021,66476","1961,853863",E-commerce,Galaxy S20 FE,Samsung
NT001133,,29/11/2022,1,"4157,784273","4731,831367","574,0470933",E-commerce,Galaxy S20 FE,Samsung
NT001134,,07/06/2022,1,"2854,343382","3754,513081","900,169699",E-commerce,Galaxy S20 FE,Samsung
NT001135,,25/10/2022,1,"2990,330824","3459,011074","468,6802506",E-commerce,Galaxy S20 FE,Samsung
NT001136,,04/09/2022,1,"2716,311478","3586,90657","870,5950922",E-commerce,Galaxy S20 FE,Samsung
NT001137,,20/07/2022,1,"2231,32962","3072,774594","841,4449741",E-commerce,Galaxy S20 FE,Samsung
NT001138,,30/04/2022,1,"6237,203257","7672,942477","1435,739219",E-commerce,Galaxy S20 FE,Samsung
NT001139,,26/10/2022,1,"4713,450556","5880,152068","1166,701512",E-commerce,Galaxy S20 FE,Samsung
NT001140,,07/03/2022,1,"2749,797442","3125,007853","375,2104113",E-commerce,Galaxy S20 FE,Samsung
NT001141,,21/05/2022,1,"5371,699405","7111,195974","1739,496569",E-commerce,Galaxy S20 FE,Samsung
NT001142,,29/03/2022,1,"4101,466107","5331,848782","1230,382675",E-commerce,Galaxy S20 FE,Samsung
NT001143,,26/01/2022,1,"3504,142936","4071,219812","567,0768755",E-commerce,Galaxy S20 FE,Samsung
NT001144,,08/11/2022,1,"4158,640929","5289,546509","1130,905581",E-commerce,Galaxy S20 FE,Samsung
NT001145,,13/09/2022,1,"3953,745589","5096,887022","1143,141433",E-commerce,Galaxy S20 FE,Samsung
NT001146,,04/08/2022,1,"5501,153616","6519,454489","1018,300873",E-commerce,Galaxy S20 FE,Samsung
NT001147,,18/10/2022,1,"3727,815276","4223,711053","495,895777",E-commerce,Galaxy S20 FE,Samsung
NT001148,,03/10/2022,1,"2913,873309","3653,989991","740,1166815",E-commerce,Galaxy S20 FE,Samsung
NT001149,,26/08/2022,1,"2977,48355","3530,262046","552,778496",E-commerce,Galaxy S20 FE,Samsung
NT001150,,23/02/2022,1,"2625,761972","3226,06981","600,3078377",E-commerce,Galaxy S20 FE,Samsung
NT001151,,23/07/2022,1,"3666,188001","4391,808899","725,6208978",E-commerce,Galaxy S20 FE,Samsung
NT001152,,15/01/2022,1,"2430,992818","2993,877822","562,8850034",E-commerce,Galaxy S20 FE,Samsung
NT001153,,13/05/2022,1,"4200,570277","5571,88509","1371,314813",E-commerce,Galaxy S20 FE,Samsung
NT001154,,12/03/2022,1,"2332,827788","2648,160494","315,3327055",E-commerce,Galaxy S20 FE,Samsung
NT001155,,07/04/2022,1,"3833,696125","4369,53508","535,838955",E-commerce,Galaxy S20 FE,Samsung
NT001156,,10/04/2022,1,"4769,946733","6572,180735","1802,234001",E-commerce,Galaxy S20 FE,Samsung
NT001157,,07/03/2022,1,"4541,102049","5885,538758","1344,436709",E-commerce,Galaxy S20 FE,Samsung
NT001158,,19/05/2022,1,"4045,182669","4596,047371","550,8647016",E-commerce,Galaxy S20 FE,Samsung
NT001159,,26/02/2022,1,"2529,904042","3437,153743","907,2497014",E-commerce,Galaxy S20 FE,Samsung
NT001160,,13/09/2022,1,"5950,330575","6641,552114","691,2215383",E-commerce,Galaxy S20 FE,Samsung
NT001161,,28/05/2022,1,"3287,819833","3595,427999","307,6081652",E-commerce,Galaxy S20 FE,Samsung
NT001162,,19/06/2022,1,"3450,32432","4364,634053","914,3097329",E-commerce,Galaxy S20 FE,Samsung
NT001163,,02/05/2022,1,"4937,064735","6841,857419","1904,792684",E-commerce,Galaxy S20 FE,Samsung
NT001164,,25/05/2022,1,"3727,922551","4561,55645","833,6338994",E-commerce,Galaxy S20 FE,Samsung
NT001165,,12/05/2022,1,"6175,440488","8384,018204","2208,577716",E-commerce,Galaxy S20 FE,Samsung
NT001166,,12/11/2022,1,"6207,683971","7319,379699","1111,695728",E-commerce,Galaxy S20 FE,Samsung
NT001167,,08/11/2022,1,"4792,391826","5421,814896","629,42307",E-commerce,Galaxy S20 FE,Samsung
NT001168,,05/05/2022,1,"2897,085717","3766,880391","869,7946746",E-commerce,Galaxy S20 FE,Samsung
NT001169,,20/04/2022,1,"5731,308119","6505,596719","774,2886002",E-commerce,Galaxy S20 FE,Samsung
NT001170,,30/06/2022,1,"4819,491108","6439,508115","1620,017007",E-commerce,Galaxy S20 FE,Samsung
NT001171,,10/01/2022,1,"2887,393812","3308,155366","420,7615541",E-commerce,Galaxy S20 FE,Samsung
NT001172,,08/03/2022,1,"2357,542773","3196,727514","839,184741",E-commerce,Galaxy S20 FE,Samsung
NT001173,,03/06/2022,1,"3474,855729","4567,465045","1092,609316",E-commerce,Galaxy S20 FE,Samsung
NT001174,,16/08/2022,1,"3125,12715","3534,01704","408,8898908",E-commerce,Galaxy S20 FE,Samsung
NT001175,,16/08/2022,1,"4139,319156","5451,823279","1312,504124",E-commerce,Galaxy S20 FE,Samsung
NT001176,,06/03/2022,1,"4616,379924","5636,916676","1020,536752",E-commerce,Galaxy S20 FE,Samsung
NT001177,,11/07/2022,1,"3394,329901","3721,44653","327,1166287",E-commerce,Galaxy S20 FE,Samsung
NT001178,,13/04/2022,1,"2789,591703","3649,651314","860,0596111",E-commerce,Galaxy S20 FE,Samsung
NT001179,,17/08/2022,1,"5228,37389","7087,834228","1859,460338",E-commerce,Galaxy S20 FE,Samsung
NT001180,,22/01/2022,1,"5051,93526","5696,978443","645,043182",E-commerce,Galaxy S20 FE,Samsung
NT001181,,25/02/2022,1,"2548,319084","3460,241021","911,9219371",E-commerce,Galaxy S20 FE,Samsung
NT001182,,16/09/2022,1,"2567,10015","3122,745377","555,6452269",E-commerce,Galaxy S20 FE,Samsung
NT001183,,05/07/2022,1,"2353,900298","2977,255875","623,3555774",E-commerce,Galaxy S20 FE,Samsung
NT001184,,02/11/2022,1,"2387,894025","3276,961971","889,0679462",E-commerce,Galaxy S20 FE,Samsung
NT001185,,23/09/2022,1,"5685,721101","6637,358836","951,6377345",E-commerce,Galaxy S20 FE,Samsung
NT001186,,03/06/2022,1,"3827,311209","4291,143909","463,8326996",E-commerce,Galaxy S20 FE,Samsung
NT001187,,02/01/2022,1,"5826,027286","6697,905923","871,8786372",E-commerce,Galaxy S20 FE,Samsung
NT001188,,13/01/2022,1,"4504,021197","5761,452365","1257,431168",E-commerce,Galaxy S20 FE,Samsung
NT001189,,19/03/2022,1,"2369,750973","2883,326883","513,5759095",E-commerce,Galaxy S20 FE,Samsung
NT001190,,21/06/2022,1,"5872,849463","7456,409859","1583,560396",E-commerce,Galaxy S20 FE,Samsung
NT001191,,15/03/2022,1,"2293,906631","2869,278626","575,3719953",E-commerce,Galaxy S20 FE,Samsung
NT001192,,28/11/2022,1,"3254,417899","3756,879067","502,4611683",E-commerce,Galaxy S20 FE,Samsung
NT001193,,26/05/2022,1,"3017,90236","4142,439807","1124,537447",E-commerce,Galaxy S20 FE,Samsung
NT001194,,22/06/2022,1,"5329,792401","5838,257859","508,4654573",E-commerce,Galaxy S20 FE,Samsung
NT001195,,30/06/2022,1,"2556,986723","3471,079634","914,0929109",E-commerce,Galaxy S20 FE,Samsung
NT001196,,08/04/2022,1,"6255,286051","7447,747117","1192,461066",E-commerce,Galaxy S20 FE,Samsung
NT001197,,06/06/2022,1,"3108,356544","4191,610777","1083,254233",E-commerce,Galaxy S20 FE,Samsung
NT001198,,15/11/2022,1,"2774,501127","3147,486247","372,9851201",E-commerce,Galaxy S20 FE,Samsung
NT001199,,22/01/2022,1,"2560,537542","3245,764168","685,226626",E-commerce,Galaxy S20 FE,Samsung
NT001200,,11/05/2022,1,"6212,944778","7941,27817","1728,333392",E-commerce,Galaxy S20 FE,Samsung
NT001201,,17/06/2022,1,"2452,859667","2869,833059","416,9733911",E-commerce,Galaxy S20 FE,Samsung
NT001202,,02/12/2022,1,"5018,105232","5867,414563","849,3093313",E-commerce,Galaxy S20 FE,Samsung
NT001203,,26/05/2022,1,"2879,482968","3392,163488","512,6805194",E-commerce,Galaxy S20 FE,Samsung
NT001204,,16/04/2022,1,"3995,33128","5272,441797","1277,110517",E-commerce,Galaxy S20 FE,Samsung
NT001205,,01/05/2022,1,"4907,968235","5866,055409","958,0871743",E-commerce,Galaxy S20 FE,Samsung
NT001206,,21/06/2022,1,"4634,952208","5211,097749","576,1455417",E-commerce,Galaxy S20 FE,Samsung
NT001207,,30/10/2022,1,"5905,269666","7044,942804","1139,673138",E-commerce,Galaxy S20 FE,Samsung
NT001208,,26/09/2022,1,"5774,681182","7329,424195","1554,743014",E-commerce,Galaxy S20 FE,Samsung
NT001209,,22/03/2022,1,"5927,835279","8214,699117","2286,863838",E-commerce,Galaxy S20 FE,Samsung
NT001210,,02/09/2022,1,"5571,971882","6275,704594","703,7327128",E-commerce,Galaxy S20 FE,Samsung
NT001211,,05/08/2022,1,"2370,441143","2622,670114","252,2289704",E-commerce,Galaxy S20 FE,Samsung
NT001212,,13/08/2022,1,"4265,118294","4881,053607","615,9353122",E-commerce,Galaxy S20 FE,Samsung
NT001213,,03/12/2022,1,"5277,626097","6191,546384","913,9202873",E-commerce,Galaxy S20 FE,Samsung
NT001214,,15/09/2022,1,"3676,277031","4311,463898","635,1868676",E-commerce,Galaxy S20 FE,Samsung
NT001215,,13/09/2022,1,"5199,199268","6091,105944","891,9066764",E-commerce,Galaxy S20 FE,Samsung
NT001216,,09/03/2022,1,"5689,121907","7024,747262","1335,625355",E-commerce,Galaxy S20 FE,Samsung
NT001217,,04/01/2022,1,"4647,939654","5968,332123","1320,392469",E-commerce,Galaxy S20 FE,Samsung
NT001218,,07/07/2022,1,"4977,886791","5950,083898","972,1971072",E-commerce,Galaxy S20 FE,Samsung
NT001219,,09/10/2022,1,"3501,072526","4110,529324","609,456798",E-commerce,Galaxy S20 FE,Samsung
NT001220,,04/09/2022,1,"5971,090713","7322,761646","1351,670933",E-commerce,Galaxy S20 FE,Samsung
NT001221,,16/01/2022,1,"2773,813514","3322,820099","549,0065845",E-commerce,Galaxy S20 FE,Samsung
NT001222,,25/04/2022,1,"5805,398042","6910,114731","1104,716689",E-commerce,Galaxy S20 FE,Samsung
NT001223,,29/06/2022,1,"2596,125684","3515,975836","919,8501521",E-commerce,Galaxy S20 FE,Samsung
NT001224,,15/03/2022,1,"3909,72398","5001,324949","1091,60097",E-commerce,Galaxy S20 FE,Samsung
NT001225,,18/03/2022,1,"2629,814382","3295,967248","666,1528667",E-commerce,Galaxy S20 FE,Samsung
NT001226,,19/09/2022,1,"3051,302521","4180,57323","1129,270709",E-commerce,Galaxy S20 FE,Samsung
NT001227,,22/04/2022,1,"4443,555882","6059,937754","1616,381871",E-commerce,Galaxy S20 FE,Samsung
NT001228,,14/08/2022,1,"3993,051655","5039,640554","1046,588899",E-commerce,Galaxy S20 FE,Samsung
NT001229,,06/11/2022,1,"6135,308704","8134,227631","1998,918927",E-commerce,Galaxy S20 FE,Samsung
NT001230,,19/02/2022,1,"2295,698718","3065,709645","770,0109272",E-commerce,Galaxy S20 FE,Samsung
NT001231,,26/09/2022,1,"3262,568048","4367,344931","1104,776884",E-commerce,Galaxy S20 FE,Samsung
NT001232,,04/06/2022,1,"3193,458417","3706,624288","513,1658714",E-commerce,Galaxy S20 FE,Samsung
NT001233,,08/05/2022,1,"4087,204723","5169,584418","1082,379695",E-commerce,Galaxy S20 FE,Samsung
NT001234,,09/06/2022,1,"3989,903474","5206,837978","1216,934505",E-commerce,Galaxy S20 FE,Samsung
NT001235,,28/11/2022,1,"5766,522818","7476,120796","1709,597978",E-commerce,Galaxy S20 FE,Samsung
NT001236,,23/03/2022,1,"2505,706425","2815,393811","309,6873859",E-commerce,Galaxy S20 FE,Samsung
NT001237,,02/03/2022,1,"4012,48603","4503,146024","490,6599944",E-commerce,Galaxy S20 FE,Samsung
NT001238,,16/01/2022,1,"3542,044191","4509,031943","966,9877514",E-commerce,Galaxy S20 FE,Samsung
NT001239,,28/04/2022,1,"5049,596031","6153,303228","1103,707197",E-commerce,Galaxy S20 FE,Samsung
NT001240,,22/03/2022,1,"6101,296545","7037,527748","936,2312035",E-commerce,Galaxy S20 FE,Samsung
NT001241,,08/05/2022,1,"5905,449895","7256,631784","1351,181889",E-commerce,Galaxy S20 FE,Samsung
NT001242,,23/04/2022,1,"4762,731225","5554,341408","791,6101829",E-commerce,Galaxy S20 FE,Samsung
NT001243,,12/03/2022,1,"3436,592154","4251,751719","815,1595653",E-commerce,Galaxy S20 FE,Samsung
NT001244,,25/03/2022,1,"3448,354288","4442,455064","994,100776",E-commerce,Galaxy S20 FE,Samsung
NT001245,,22/10/2022,1,"4633,51281","5654,766925","1021,254115",E-commerce,Galaxy S20 FE,Samsung
NT001246,,29/03/2022,1,"5267,364608","6257,280355","989,9157476",E-commerce,Galaxy S20 FE,Samsung
NT001247,,13/07/2022,1,"6060,438596","6853,026238","792,5876423",E-commerce,Galaxy S20 FE,Samsung
NT001248,,22/04/2022,1,"2768,958055","3205,261651","436,3035955",E-commerce,Galaxy S20 FE,Samsung
NT001249,,14/02/2022,1,"3322,048723","3682,789953","360,7412303",E-commerce,Galaxy S20 FE,Samsung
NT001250,,01/09/2022,1,"3372,829872","4123,189237","750,3593643",E-commerce,Galaxy S20 FE,Samsung
NT001251,,20/04/2022,1,"4884,336405","5887,632225","1003,29582",E-commerce,Galaxy S20 FE,Samsung
NT001252,,10/04/2022,1,"4342,483312","5894,834467","1552,351155",E-commerce,Galaxy S20 FE,Samsung
NT001253,,25/10/2022,1,"2586,431389","3023,677607","437,2462179",E-commerce,Galaxy S20 FE,Samsung
NT001254,,14/02/2022,1,"3318,420435","4104,510448","786,0900128",E-commerce,Galaxy S20 FE,Samsung
NT001255,,19/06/2022,1,"2827,004619","3488,006171","661,0015513",E-commerce,Galaxy S20 FE,Samsung
NT001256,,23/10/2022,1,"5227,523171","6056,437382","828,9142104",E-commerce,Galaxy S20 FE,Samsung
NT001257,,02/10/2022,1,"3432,422758","3981,132832","548,7100738",E-commerce,Galaxy S20 FE,Samsung
NT001258,,27/05/2022,1,"4715,178468","6320,234564","1605,056096",E-commerce,Galaxy S20 FE,Samsung
NT001259,,09/10/2022,1,"3206,686171","4423,760609","1217,074438",E-commerce,Galaxy S20 FE,Samsung
NT001260,,10/10/2022,1,"2714,332468","3538,453857","824,121389",E-commerce,Galaxy S20 FE,Samsung
NT001261,,03/10/2022,1,"4287,914551","4893,24234","605,3277896",E-commerce,Galaxy S20 FE,Samsung
NT001262,,30/06/2022,1,"4257,711621","5173,584818","915,8731964",E-commerce,Galaxy S20 FE,Samsung
NT001263,,22/08/2022,1,"5557,385418","6384,513401","827,1279833",E-commerce,Galaxy S20 FE,Samsung
NT001264,,02/05/2022,1,"4943,574441","5949,576794","1006,002352",E-commerce,Galaxy S20 FE,Samsung
NT001265,,19/06/2022,1,"5119,107818","6483,174779","1364,066962",E-commerce,Galaxy S20 FE,Samsung
NT001266,,26/03/2022,1,"5911,660306","7962,956671","2051,296366",E-commerce,Galaxy S20 FE,Samsung
NT001267,,20/06/2022,1,"5589,069457","7041,367335","1452,297878",E-commerce,Galaxy S20 FE,Samsung
NT001268,,26/05/2022,1,"2561,331303","3486,738075","925,4067723",E-commerce,Galaxy S20 FE,Samsung
NT001269,,14/06/2022,1,"3089,514944","3575,132021","485,6170763",E-commerce,Galaxy S20 FE,Samsung
NT001270,,29/08/2022,1,"2551,093155","3153,355845","602,2626899",E-commerce,Galaxy S20 FE,Samsung
NT001271,,23/10/2022,1,"4524,816307","5158,932206","634,1158994",E-commerce,Galaxy S20 FE,Samsung
NT001272,,11/01/2022,1,"5446,431465","6680,268533","1233,837068",E-commerce,Galaxy S20 FE,Samsung
NT001273,,28/06/2022,1,"5519,547191","6315,543526","795,9963355",E-commerce,Galaxy S20 FE,Samsung
NT001274,,18/11/2022,1,"4136,216769","4912,553467","776,3366978",E-commerce,Galaxy S20 FE,Samsung
NT001275,,10/02/2022,1,"4011,262066","4975,205307","963,9432408",E-commerce,Galaxy S20 FE,Samsung
NT001276,,20/02/2022,1,"2395,098881","2715,096547","319,9976652",E-commerce,Galaxy S20 FE,Samsung
NT001277,,08/09/2022,1,"3923,276582","4599,102827","675,8262444",E-commerce,Galaxy S20 FE,Samsung
NT001278,,18/06/2022,1,"5702,484804","6630,424786","927,9399828",E-commerce,Galaxy S20 FE,Samsung
NT001279,,18/02/2022,1,"2559,440639","2978,767318","419,326679",E-commerce,Galaxy S20 FE,Samsung
NT001280,,20/01/2022,1,"4180,398252","5696,561882","1516,163629",E-commerce,Galaxy S20 FE,Samsung
NT001281,,05/04/2022,1,"4000,077822","4986,062142","985,98432",E-commerce,Galaxy S20 FE,Samsung
NT001282,,12/01/2022,1,"3663,080507","4274,584738","611,5042315",E-commerce,Galaxy S20 FE,Samsung
NT001283,,28/07/2022,1,"3776,428014","4547,358343","770,9303287",E-commerce,Galaxy S20 FE,Samsung
NT001284,,06/08/2022,1,"5754,093764","6893,278475","1139,184712",E-commerce,Galaxy S20 FE,Samsung
NT001285,,22/09/2022,1,"4363,914228","5358,734866","994,8206386",E-commerce,Galaxy S20 FE,Samsung
NT001286,,14/07/2022,1,"3363,93927","4664,066648","1300,127378",E-commerce,Galaxy S20 FE,Samsung
NT001287,,03/10/2022,1,"6037,109042","7705,521323","1668,412282",E-commerce,Galaxy S20 FE,Samsung
NT001288,,20/09/2022,1,"5122,576233","6219,163988","1096,587755",E-commerce,Galaxy S20 FE,Samsung
NT001289,,25/05/2022,1,"2368,648798","3211,2719","842,623102",E-commerce,Galaxy S20 FE,Samsung
NT001290,,22/05/2022,1,"5603,247311","7319,35392","1716,106609",E-commerce,Galaxy S20 FE,Samsung
NT001291,,30/10/2022,1,"4371,492932","4898,777591","527,2846582",E-commerce,Galaxy S20 FE,Samsung
NT001292,,16/01/2022,1,"2383,337954","3255,923935","872,5859816",E-commerce,Galaxy S20 FE,Samsung
NT001293,,04/02/2022,1,"3394,810528","4009,794774","614,9842454",E-commerce,Galaxy S20 FE,Samsung
NT001294,,28/11/2022,1,"5239,46913","6441,640592","1202,171462",E-commerce,Galaxy S20 FE,Samsung
NT001295,,21/07/2022,1,"4906,966554","6036,181487","1129,214934",E-commerce,Galaxy S20 FE,Samsung
NT001296,,04/01/2022,1,"3187,997192","4309,242334","1121,245142",E-commerce,Galaxy S20 FE,Samsung
NT001297,,31/01/2022,1,"3740,116887","4748,098653","1007,981766",E-commerce,Galaxy S20 FE,Samsung
NT001298,,16/02/2022,1,"5869,837081","7907,007539","2037,170458",E-commerce,Galaxy S20 FE,Samsung
NT001299,,21/09/2022,1,"5403,616994","6582,019258","1178,402264",E-commerce,Galaxy S20 FE,Samsung
NT001300,,12/05/2022,1,"2378,812663","2977,456031","598,6433685",E-commerce,Galaxy S20 FE,Samsung
NT001301,,03/12/2022,1,"3921,828271","5120,485474","1198,657203",E-commerce,Galaxy S20 FE,Samsung
NT001302,,13/11/2022,1,"4241,581971","4623,503092","381,9211213",E-commerce,Galaxy S20 FE,Samsung
NT001303,,27/08/2022,1,"2910,084007","3673,147685","763,0636774",São Paulo,Galaxy S20 FE,Samsung
NT001304,,23/11/2022,1,"5913,16852","6960,989298","1047,820778",São Paulo,Galaxy S20 FE,Samsung
NT001305,,28/09/2022,1,"5986,127178","6741,627466","755,5002877",São Paulo,Galaxy S20 FE,Samsung
NT001306,,01/12/2022,1,"4338,031818","5197,418242","859,386424",São Paulo,Galaxy S20 FE,Samsung
NT001307,,19/01/2022,1,"5710,440531","7132,106929","1421,666398",São Paulo,Galaxy S20 FE,Samsung
NT001308,,30/04/2022,1,"4722,261431","5689,158702","966,8972708",São Paulo,Galaxy S20 FE,Samsung
NT001309,,01/10/2022,1,"3378,94829","3751,671621","372,7233317",São Paulo,Galaxy S20 FE,Samsung
NT001310,,14/05/2022,1,"5915,753392","7843,884429","1928,131036",São Paulo,Galaxy S20 FE,Samsung
NT001311,,08/06/2022,1,"5448,577633","6774,548999","1325,971366",São Paulo,Galaxy S20 FE,Samsung
NT001312,,31/10/2022,1,"3306,936686","4016,133344","709,1966584",São Paulo,Galaxy S20 FE,Samsung
NT001313,,11/08/2022,1,"2324,353641","3028,793382","704,4397403",São Paulo,Galaxy S20 FE,Samsung
NT001314,,04/01/2022,1,"3602,675115","4042,161137","439,4860223",São Paulo,Galaxy S20 FE,Samsung
NT001315,,01/09/2022,1,"2770,289332","3577,135382","806,8460506",São Paulo,Galaxy S20 FE,Samsung
